axis,stage,frequency_hz,input_psd,gain,phase_deg,coherence
Roll,rc_to_gyro,15.13671875,0.024383775694340505,0.9694770736014426,-131.27466876936256,0.18608932539162376
Roll,rc_to_gyro,15.380859375,0.02736675071121611,0.830665712823458,-129.1797127715734,0.1483539409668783
Roll,rc_to_gyro,15.625,0.030278195465871745,0.6585968906157617,-131.02016246558637,0.10414494282239592
Roll,rc_to_gyro,15.869140625,0.030357339883069035,0.9679193943464522,-121.96450918226857,0.18620060255347198
Roll,rc_to_gyro,16.11328125,0.03052546597709344,1.4047460958944966,-122.90623166461516,0.3379029578917946
Roll,rc_to_gyro,16.357421875,0.026049424437618138,1.378848488669066,-127.57378591306464,0.26469158980223023
Roll,rc_to_gyro,16.6015625,0.023218768411270865,1.2739606856670165,-132.68376332441665,0.2578859207848467
Roll,rc_to_gyro,16.845703125,0.026760165306534408,1.0197407174859419,-131.2997383279307,0.18744238805169217
Roll,rc_to_gyro,17.08984375,0.03520499653649873,1.1595207655479978,-133.23935998456923,0.27623973756561726
Roll,rc_to_gyro,17.333984375,0.044765403255152256,1.591889268812012,-142.40423504945494,0.5043419484945494
Roll,rc_to_gyro,17.578125,0.04972533852369085,1.6118679347907607,-158.61092623099205,0.5650833953747654
Roll,rc_to_gyro,17.822265625,0.05133790508491571,1.1682556565744124,-166.6097946214509,0.4330864118475743
Roll,rc_to_gyro,18.06640625,0.046507244176985506,0.9849094989320346,-168.46457358132403,0.3370160686461217
Roll,rc_to_gyro,18.310546875,0.0423088889805408,1.0312178537955918,-152.9068271677953,0.3440267856140055
Roll,rc_to_gyro,18.5546875,0.04291319047051702,1.2618950956789434,-156.3401266821883,0.4320152756786249
Roll,rc_to_gyro,18.798828125,0.04524499134902711,1.2916108352995848,-169.82613483122418,0.4127643826777879
Roll,rc_to_gyro,19.04296875,0.04180585943250193,1.3559755326656289,171.65760476193117,0.4518643925737449
Roll,rc_to_gyro,19.287109375,0.03515946460902653,1.2277898920654964,156.57558613848877,0.3462955062995213
Roll,rc_to_gyro,19.53125,0.028188251988426886,1.2034113620952835,154.05741907041863,0.2623055056704827
