t,epoch,px,py,pz,vx,vy,vz,yaw,pvarx,pvary,pvarz,vvarx,vvary,vvarz,yawvar
1.5564352000000001,0,0.0415801283881126,-0.22213728388242576,-0.33777092235320794,-0.05,0.05,0.11,2.459168916060011,1.3712410000000002,1.3712410000000002,4.0,0.09,0.09,0.09,0.030461741978670857
1.6586273280000001,0,0.04989615408466364,-0.23324414875309768,-0.35412580362746837,0.19,0.07,0.07,2.459168916060011,1.3688999999999998,1.3688999999999998,4.0,0.142129,0.142129,0.142129,0.030461741978670857
1.7588024320000002,0,0.0665282080848914,-0.24435101213326882,-0.370157879332524,-0.02,0.14,0.06,2.459168916060011,1.3688999999999998,1.3688999999999998,4.0,0.11902500000000002,0.11902500000000002,0.11902500000000002,0.030461741978670857
1.8729715200000001,0,0.06652820818317504,-0.2554578774543832,-0.38842955950959634,-0.02,-0.07,0.14,2.459168916060011,1.3665610000000001,1.3665610000000001,4.0,0.12320100000000002,0.12320100000000002,0.12320100000000002,0.030461741978670857
1.9591070720000001,0,0.07484423378144242,-0.25545787769864337,-0.40221473801623375,0.14,0.25,-0.04,2.459168916060011,1.3642239999999999,1.3642239999999999,4.0,0.198916,0.198916,0.198916,0.030461741978670857
2.057287168,0,0.09147628519361531,-0.26656473961744226,-0.41792753160416396,0.08,-0.16,-0.03,2.459168916060011,1.3618890000000001,1.3618890000000001,4.0,0.09,0.09,0.09,0.030461741978670857
2.157501184,0,0.1081083370016635,-0.27767160490947945,-0.43396583480592454,0.22,0.05,0.07,2.459168916060011,1.3618890000000001,1.3618890000000001,4.0,0.11628100000000002,0.11628100000000002,0.11628100000000002,0.030461741978670857
2.257688832,0,0.116424362822871,-0.2887784683969399,-0.4499999180592553,-0.15,-0.08,0.04,2.459168916060011,1.3595559999999998,1.3595559999999998,4.0,0.18318399999999999,0.18318399999999999,0.18318399999999999,0.030461741978670857
2.359859456,0,0.11642436292115466,-0.29988533302335163,-0.46533050105250595,-0.02,0.03,0.02,2.459168916060011,1.3572250000000001,1.3572250000000001,4.0,0.09,0.09,0.09,0.030461741978670857
2.458032896,0,0.11642436315139675,-0.3109921973847708,-0.480061306331919,-0.05,0.0,0.03,2.459168916060011,1.3572250000000001,1.3572250000000001,4.0,0.134689,0.134689,0.134689,0.030461741978670857
2.556184064,0,0.11642436315139675,-0.3109921973847708,-0.49478876972481345,0.05,0.03,-0.13,2.459168916060011,1.3548959999999999,1.3548959999999999,4.0,0.10890000000000001,0.10890000000000001,0.10890000000000001,0.030461741978670857
2.658346496,0,0.12474038887432057,-0.3109921969405221,-0.5101181184026586,-0.01,0.06,-0.03,2.4609142453120043,1.3525690000000001,1.3525690000000001,4.0,0.097969,0.097969,0.097969,0.030461741978670857
2.758519552,0,0.1330564164081526,-0.31099219692112023,-0.5251489636310609,0.08,-0.08,-0.07,2.4626595745639994,1.3525690000000001,1.3525690000000001,4.0,0.09,0.09,0.09,0.030461741978670857
2.874699264,0,0.13305641701966606,-0.3220990617246371,-0.5425815881259339,-0.12,-0.01,-0.01,2.4644049038159928,1.3502439999999998,1.3502439999999998,4.0,0.12040900000000002,0.12040900000000002,0.12040900000000002,0.030461741978670857
2.95684864,0,0.1413724408070252,-0.32209906154405044,-0.5549080020896398,0.2,0.04,-0.05,2.4644049038159928,1.3479210000000001,1.3479210000000001,4.0,0.138384,0.138384,0.138384,0.030461741978670857
3.0570365440000002,0,0.14968846630700897,-0.3109921964671962,-0.569941075242383,-0.04,0.06,-0.07,2.466150233067988,1.3479210000000001,1.3479210000000001,4.0,0.09,0.09,0.09,0.030461741978670857
3.1592064000000004,0,0.14968846675288916,-0.3332059236482993,-0.5852715378823987,-0.06,-0.26,0.06,2.467895562319982,1.3456,1.3456,4.0,0.174724,0.174724,0.174724,0.030461741978670857
3.2573639680000004,0,0.15800449479995096,-0.33320592311129993,-0.599999961587514,0.11,0.24,-0.11,2.467895562319982,1.3456,1.3456,4.0,0.18662399999999998,0.18662399999999998,0.18662399999999998,0.030461741978670857
